序号,书名,评分,价格,出版社,url
41349,鳴鳥不飛(01),9.4 ,NT130,尖端出版社,https://book.douban.com/subject/25764905/
41390,九井諒子作品集竜のかわいい七つの子,9.4 ,JPY693,エンターブレイン,https://book.douban.com/subject/19948883/
41392,星屑與妮娜1,9.4 ,NT95,东立出版社,https://book.douban.com/subject/23717403/
41394,橫濱購物紀行14,9.4 ,100(元),东立出版社,https://book.douban.com/subject/3131416/
41421,穆旦诗文集（全二卷）,9.4 ,45,人民文学出版社,https://book.douban.com/subject/1967806/
41423,如何带病赴宴,9.4 ,19.80元,化学工业出版社,https://book.douban.com/subject/3143316/
41428,告别腋臭,9.4 ,8,中国轻工业出版社,https://book.douban.com/subject/1209019/
41449,やはり俺の青春ラブコメはまちがっている。6,9.4 ,JPY660,小学館,https://book.douban.com/subject/20496155/
41453,奇诺之旅03,9.4 ,18.00元,湖南美术出版社,https://book.douban.com/subject/10946013/
41585,奇諾之旅15,9.4 ,NT$200,台灣角川,https://book.douban.com/subject/10738590/
41671,バス走る。,9.4 ,JPY1200,新潮社,https://book.douban.com/subject/2969388/
41681,荒川アンダーザブリッジ2,9.4 ,530（税込）,スクウェア・エニックス,https://book.douban.com/subject/3000190/
41727,丝带绣的花样世界,9.4 ,36.00元,河南科学技术出版社,https://book.douban.com/subject/6966091/
41733,意大利面制作大全,9.4 ,48.00元,中国民族摄影艺术出版社,https://book.douban.com/subject/20429355/
41770,やぎさん郵便3,9.4 ,JPY689,リブレ出版,https://book.douban.com/subject/26613520/
41785,パパ’ｓアサシン。〜龍之介は飛んでゆく。,9.4 ,¥650,大洋図書,https://book.douban.com/subject/10466069/
41831,困った時には星に聞け!23,9.4 ,JPY550,冬水社,https://book.douban.com/subject/6900986/
41832,困った時には星に聞け!22,9.4 ,JPY550,冬水社,https://book.douban.com/subject/6900984/
41843,困った時には星に聞け!16,9.4 ,JPY550,冬水社,https://book.douban.com/subject/6900963/
41849,秘密,9.4 ,JPY725,講談社,https://book.douban.com/subject/25759812/
41869,续资治通鉴长编（全二十册）,9.4 ,980.00元,中华书局,https://book.douban.com/subject/1577735/
41900,周夢蝶詩文集卷一：孤獨國,9.4 ,NT$350,印刻,https://book.douban.com/subject/5998267/
41905,少爺的時代,9.4 ,150元,東販,https://book.douban.com/subject/1937583/
41906,神之山嶺02,9.4 ,200元,東販,https://book.douban.com/subject/3142128/
41938,中国历代政治得失,9.4 ,24.00元,生活·读书·新知三联书店,https://book.douban.com/subject/11229072/
41989,去年的树,9.4 ,10.00元,贵州人民出版社,https://book.douban.com/subject/3124950/
42053,GuessHowMuchILoveYou,9.4 ,NT$440,WalkerBooksLtd,https://book.douban.com/subject/1342110/
42249,野草,9.4 ,7,人民文学出版社,https://book.douban.com/subject/1105802/
42298,HelmutNewton:Sumo,9.4 ,GBP99.99,TASCHENAmericaLlc,https://book.douban.com/subject/3902501/
42350,MONSTER-怪物-01,9.4 ,NT$100,东立出版社,https://book.douban.com/subject/2067269/
42421,MONSTER-怪物-17,9.4 ,新台币100元,东立出版社,https://book.douban.com/subject/2270410/
42446,機動戰士GundamTheOrigin(02),9.4 ,120元,角川書店,https://book.douban.com/subject/3126707/
42448,機動戰士GundamTheOrigin(06),9.4 ,140元,台灣角川,https://book.douban.com/subject/1370093/
42459,火鳳燎原14,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/1388033/
42460,火鳳燎原13,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/3024773/
42461,火鳳燎原15,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/1388948/
42470,GraphicDesigninJapan2010,9.4 ,JPY157.50,六耀社,https://book.douban.com/subject/5243838/
42538,聖☆おにいさん3,9.4 ,580,講談社,https://book.douban.com/subject/3657541/
42543,NO.6toi8デザイン&アートワークス,9.4 ,JPY1800,一迅社,https://book.douban.com/subject/10439080/
42549,デスノート12,9.4 ,410円（税込）,集英社,https://book.douban.com/subject/2278587/
42562,怪医黑杰克11,9.4 ,6.9,花山文艺出版社,https://book.douban.com/subject/2248363/
42565,怪医黑杰克5,9.4 ,6.9,花山文艺出版社,https://book.douban.com/subject/2050758/
42568,怪医黑杰克24,9.4 ,6.90元,花山文艺出版社，河北少年儿童出版社,https://book.douban.com/subject/3146411/
42569,怪医黑杰克25,9.4 ,6.90元,花山文艺出版社，河北少年儿童出版社,https://book.douban.com/subject/3146408/
42646,ONEPIECE6,9.4 ,51.00元,集英社,https://book.douban.com/subject/2285357/
42660,聖魔之血RebornontheMarsIII,9.4 ,NT220,台湾角川,https://book.douban.com/subject/3243044/
42661,聖魔之血RageAgainsttheMoonsII,9.4 ,NT$200,台灣角川,https://book.douban.com/subject/1382422/
42663,聖魔之血RageAgainsttheMoonsⅣ,9.4 ,NT200,台湾角川,https://book.douban.com/subject/3243038/
42664,聖魔之血RebornontheMarsVI荊棘寶冠,9.4 ,NT240,台湾角川,https://book.douban.com/subject/3243034/
42670,PEACEMAKER铁1,9.4 ,NT$80,东立出版社,https://book.douban.com/subject/3310448/
42671,新撰组异闻PeaceMaker2,9.4 ,NT$90,东立出版社,https://book.douban.com/subject/3310436/
42674,新撰组异闻PeaceMaker5,9.4 ,NT$90,东立出版社,https://book.douban.com/subject/3310443/
42717,清新彩铅微笔记.动物集,9.4 ,28.00元,江苏美术出版社,https://book.douban.com/subject/25720194/
42899,国史大纲（上下新校本）,9.4 ,138.00元,九州出版社,https://book.douban.com/subject/7000811/
42905,全宋词（全五册）,9.4 ,258.00元,中华书局,https://book.douban.com/subject/1045323/
42925,唐宋“古文运动”与士大夫文学,9.4 ,32.00元,复旦大学出版社,https://book.douban.com/subject/24298645/
42982,沈从文全集.1-17,9.4 ,560,北岳文艺出版社,https://book.douban.com/subject/1003140/
43013,蒋勋说红楼梦有声书:第1-80回,9.4 ,1560,中国国际广播音像出版社,https://book.douban.com/subject/25375313/
43051,淘气包埃米尔,9.4 ,23.80元,中国少年儿童出版社,https://book.douban.com/subject/1886348/
43169,牛津高阶英汉双解词典,9.4 ,95,商务印书馆,https://book.douban.com/subject/1060470/
43310,手把手教你数码摄影,9.4 ,48.00元,辽宁科学技术出版社,https://book.douban.com/subject/6059139/
43313,手作族一定要会的钩针基本功,9.4 ,25.00元,浙江科学技术出版社,https://book.douban.com/subject/7163420/
43334,ヘタリア2―AxisPowers,9.4 ,"1,050円（税込）",幻冬舎,https://book.douban.com/subject/3533457/
43461,歷史之眼(03),9.4 ,105元,东立出版社,https://book.douban.com/subject/3163236/
43462,歷史之眼(04),9.4 ,110元,东立出版社,https://book.douban.com/subject/3163235/
43463,歷史之眼(05),9.4 ,110元,东立出版社,https://book.douban.com/subject/3761510/
43472,塔希里亚故事集,9.4 ,26.00元,接力出版社,https://book.douban.com/subject/17604305/
43628,约翰·汤普森简易钢琴教程(4),9.4 ,15.00元,上海音乐,https://book.douban.com/subject/1124271/
43629,约翰·汤普森简易钢琴教程5,9.4 ,15.00元,上海音乐出版社,https://book.douban.com/subject/1485712/
43631,百鬼夜行抄16[東立],9.4 ,NT110,东立出版社,https://book.douban.com/subject/3091366/
43647,汪曾祺自选集,9.4 ,68,商务印书馆,https://book.douban.com/subject/26662549/
43650,余英时学术思想文选,9.4 ,78.00元,上海古籍出版社,https://book.douban.com/subject/5346359/
43699,观堂集林,9.4 ,41.6,河北教育出版社,https://book.douban.com/subject/1026951/
43979,李太白全集,9.4 ,98.00元,中华书局,https://book.douban.com/subject/5403733/
43980,史记（全四册）,9.4 ,198.00元,中华书局,https://book.douban.com/subject/5403728/
43996,航海历险记-野蔷薇村的故事,9.4 ,8.50元,明天出版社,https://book.douban.com/subject/2171331/
43998,佩罗斯迷路了-野蔷薇村的故事,9.4 ,8.50元,明天出版社,https://book.douban.com/subject/2160314/
43999,河边的婚礼-野蔷薇村的故事,9.4 ,8.50元,明天出版社,https://book.douban.com/subject/2170924/
44032,安徒生童话,9.4 ,3,少年儿童出版社,https://book.douban.com/subject/1784153/
44050,飘,9.4 ,12.00元,浙江文艺出版社,https://book.douban.com/subject/2046807/
44174,用松饼粉制作的简单甜点163款,9.4 ,32.80元,河南科学技术出版社,https://book.douban.com/subject/6390863/
44216,萤火之森,9.4 ,NT$80,东立出版社,https://book.douban.com/subject/1937357/
44252,一九八四（精装插图典藏版）,9.4 ,32,北京燕山出版社,https://book.douban.com/subject/25746689/
44450,黄元吉文集:道德经讲义、乐育堂语录,9.4 ,35,宗教文化出版社,https://book.douban.com/subject/1532274/
44467,道德经,9.4 ,30,中国纺织出版社,https://book.douban.com/subject/2280754/
44572,三国演义,9.4 ,44.00元,齐鲁书社,https://book.douban.com/subject/1427260/
44579,三国志,9.4 ,37.50元,浙江古籍出版社,https://book.douban.com/subject/1119432/
44672,甜甜私房猫6,9.4 ,16.80元,世界图书出版公司,https://book.douban.com/subject/5935753/
44677,甜甜私房貓(全彩色漫畫)vol.2,9.4 ,HKD40,正文社,https://book.douban.com/subject/1906096/
44698,銀之匙01,9.4 ,NT$95,东立出版社,https://book.douban.com/subject/7058064/
44750,汉石门颂,9.4 ,16.00元,文物出版社,https://book.douban.com/subject/1411073/
44755,北魏张猛龙碑,9.4 ,10.00元,文物出版社,https://book.douban.com/subject/1635918/
44884,O.B.(01),9.4 ,140新台币,台湾尖端出版社,https://book.douban.com/subject/26325022/
44887,j的故事3,9.4 ,NT130,瑪朵出版社有限公司,https://book.douban.com/subject/4204561/
44904,築愛城堡02(完),9.4 ,150,瑪朵,https://book.douban.com/subject/23049118/
44920,憂鬱之朝(04),9.4 ,NT$130,尖端出版社,https://book.douban.com/subject/23855428/
44921,等待花開時3,9.4 ,NT$130/HK$40,瑪朵Mightor出版,https://book.douban.com/subject/11541293/
44922,等待花開時2,9.4 ,NT120元/HK38元,瑪朵Mightor出版,https://book.douban.com/subject/6799266/
44938,無限の住人28,9.4 ,570,講談社,https://book.douban.com/subject/6875864/
44947,無限住人21,9.4 ,NT$105元,东立出版社,https://book.douban.com/subject/3113652/
44954,シドニアの騎士3,9.4 ,580円,講談社,https://book.douban.com/subject/4934253/
44956,シドニアの騎士4,9.4 ,JPY580,講談社,https://book.douban.com/subject/5405886/
44957,シドニアの騎士8,9.4 ,590,講談社,https://book.douban.com/subject/10830112/
44969,昭和元禄落語心中2,9.4 ,590,講談社,https://book.douban.com/subject/7155220/
44985,全都因為愛,9.4 ,110新台币,尖端出版社,https://book.douban.com/subject/4773647/
44987,愛すべき娘たち,9.4 ,580円,白泉社,https://book.douban.com/subject/3223666/
45041,NO.6〈#8〉,9.4 ,998,講談社,https://book.douban.com/subject/4017000/
45042,NO.6〈#7〉,9.4 ,998,講談社,https://book.douban.com/subject/4016997/
45044,NO.6〈#4〉,9.4 ,998,講談社,https://book.douban.com/subject/4016990/
45046,NO.6〈#3〉,9.4 ,998,講談社,https://book.douban.com/subject/4016988/
45100,神様のメモ帳07,9.4 ,620円(税込),アスキー・メディアワークス,https://book.douban.com/subject/6530910/
45180,奇諾之旅Ⅹ,9.4 ,180（臺幣）,台灣角川,https://book.douban.com/subject/3095195/
45225,青い花4巻,9.4 ,952円,太田出版,https://book.douban.com/subject/3742646/
45237,世界の終わりと夜明け前,9.4 ,720円（税込）,小学館,https://book.douban.com/subject/3339940/
45269,マイガール3,9.4 ,JPY570,新潮社,https://book.douban.com/subject/3781304/
45276,青春飛踢2,9.4 ,NT$120,台灣東販,https://book.douban.com/subject/4111431/
45285,イルミナシオン,9.4 ,683,宙出版,https://book.douban.com/subject/3198208/
45300,常玉-世界名画家,9.4 ,138.00元,河北教育出版社,https://book.douban.com/subject/5976780/
45356,やぎさん郵便２,9.4 ,JPY689,リブレ出版,https://book.douban.com/subject/26264772/
45417,困った時には星に聞け!24,9.4 ,JPY550,冬水社,https://book.douban.com/subject/6900989/
45421,困った時には星に聞け!21,9.4 ,JPY550,冬水社,https://book.douban.com/subject/6900980/
45450,史努比彩色周日版1-10全套,9.4 ,180,希望出版社,https://book.douban.com/subject/3048460/
45452,加菲猫全集,9.4 ,4.80元,北方妇女儿童出版社,https://book.douban.com/subject/1289908/
45487,历史文化的全息图像,9.4 ,16.00元,东方出版中心,https://book.douban.com/subject/1253558/
45528,纳尼亚王国奇遇记（上）,9.4 ,8.8,上海译文出版社,https://book.douban.com/subject/1754022/
45583,銀の匙SilverSpoon4,9.4 ,JPY440,小学館,https://book.douban.com/subject/10757133/
45586,乙嫁語り1巻,9.4 ,651円,エンターブレイン,https://book.douban.com/subject/4074285/
45587,銀の匙SilverSpoon1,9.4 ,JPY440,小学館,https://book.douban.com/subject/6435235/
45675,一千零一夜,9.4 ,22,江苏少年儿童出版社,https://book.douban.com/subject/1008146/
45685,石头记（竖排繁体）,9.4 ,398.00元,漓江出版社,https://book.douban.com/subject/3741317/
45702,乱世佳人,9.4 ,16.10元,上海译文出版社,https://book.douban.com/subject/1996678/
45733,ワンパンマン2,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/20390740/
45836,しろくまカフェメロン味！,9.4 ,680円（税込）,小学館,https://book.douban.com/subject/10540825/
45858,機動戰士GundamTheOrigin(18),9.4 ,130元,台灣角川,https://book.douban.com/subject/3892653/
45867,機動戰士GundamTheOrigin(14),9.4 ,120元,台灣角川書店,https://book.douban.com/subject/2287212/
45869,火鳳燎原19,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/1389634/
45871,火鳳燎原18,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/1389527/
45872,火鳳燎原20,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/3024746/
45873,火鳳燎原25,9.4 ,NT$90,东立出版社,https://book.douban.com/subject/3024729/
45874,火鳳燎原26,9.4 ,NT$90,东立出版社,https://book.douban.com/subject/3024723/
45923,爆漫王。19,9.4 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/21460971/
45930,新世纪福音战士02,9.4 ,15.00元,湖南美术出版社,https://book.douban.com/subject/6843284/
45960,素晴らしい世界,9.4 ,533円+税,小学館,https://book.douban.com/subject/4188544/
45976,デスノート10,9.4 ,410円（税込）,集英社,https://book.douban.com/subject/2278583/
45985,花は咲くか1,9.4 ,650円,幻冬舎コミックス,https://book.douban.com/subject/4151599/
45989,DIESTERNE,9.4 ,NT$450,台灣角川,https://book.douban.com/subject/4064720/
45990,新世紀福音戰士06,9.4 ,100元,台灣角川,https://book.douban.com/subject/3138978/
45992,新世紀福音戰士09,9.4 ,100元,台灣角川,https://book.douban.com/subject/3138982/
45993,新世紀福音戰士07,9.4 ,100元,台灣角川,https://book.douban.com/subject/3037556/
45994,新世紀福音戰士11,9.4 ,100元,台灣角川,https://book.douban.com/subject/3138986/
45995,怪医黑杰克14,9.4 ,6.90元,花山文艺出版社,https://book.douban.com/subject/2248367/
45996,怪医黑杰克15,9.4 ,6.90元,花山文艺出版社,https://book.douban.com/subject/2248365/
46001,怪医黑杰克20,9.4 ,6.90元,花山文艺出版社,https://book.douban.com/subject/2248359/
46002,怪医黑杰克16,9.4 ,6.90元,花山文艺出版社,https://book.douban.com/subject/2248357/
46005,怪医黑杰克21,9.4 ,6.9,第1版(2008年5月1日),https://book.douban.com/subject/3146406/
46010,怪医黑杰克8,9.4 ,6.9,花山文艺出版社,https://book.douban.com/subject/2050748/
46018,NANA(Vol.14),9.4 ,HK$28.0,天下出版有限公司,https://book.douban.com/subject/1479851/
46019,NANA(Vol.16),9.4 ,HK$32.0,天下出版有限公司,https://book.douban.com/subject/1917535/
46020,NANA(Vol.15),9.4 ,HK$28.0,天下出版有限公司,https://book.douban.com/subject/1774754/
46022,NANA(10),9.4 ,410日元,集英社,https://book.douban.com/subject/1762352/
46023,"Nana,Vol.5(v.5)",9.4 ,USD8.99,VIZMediaLLC,https://book.douban.com/subject/1868957/
46027,恐怖宠物店(9),9.4 ,12.00元,哈尔滨出版社,https://book.douban.com/subject/1180101/
46090,ONEPIECE~航海王~01,9.4 ,90(元),东立出版社,https://book.douban.com/subject/2159393/
46101,ONEPIECE~航海王~63,9.4 ,100元,东立出版社,https://book.douban.com/subject/6839857/
46110,聖魔之血RebornontheMarsⅤ,9.4 ,NT220,台湾角川,https://book.douban.com/subject/3243036/
46112,聖魔之血RageAgainsttheMoonsⅤ,9.4 ,NT$220,台灣角川,https://book.douban.com/subject/6779162/
46164,史记,9.4 ,28.00元,中华书局,https://book.douban.com/subject/1836555/
46165,资治通鉴,9.4 ,136.00元,中华书局,https://book.douban.com/subject/2029680/
46240,大明宫词,9.4 ,48.00元,人民文学出版社,https://book.douban.com/subject/10443423/
46307,全唐诗（全二册）,9.4 ,280.00元,上海古籍出版社,https://book.douban.com/subject/1273744/
46412,哈利·波特精装全集（套装全7册）,9.4 ,430.00元,人民文学出版社,https://book.douban.com/subject/6856772/
46424,不沉的太陽上非洲篇,9.4 ,380元新臺幣,皇冠文化出版有限公司,https://book.douban.com/subject/2983308/
46566,爱丽丝漫游奇境,9.4 ,98.00元,接力出版社,https://book.douban.com/subject/10604012/
46584,デュラララ!!×6,9.4 ,JPY6.62,アスキーメディアワークス,https://book.douban.com/subject/4260627/
46593,妖怪連絡簿02,9.4 ,NT85(元),东立出版社,https://book.douban.com/subject/2212209/
46625,篆刻学,9.4 ,39.00元,人民美术出版社,https://book.douban.com/subject/1150414/
46679,銃夢LastOrder3,9.4 ,680円（税込）,集英社,https://book.douban.com/subject/4151319/
46686,銃夢LastOrder11,9.4 ,680円（税込）,集英社,https://book.douban.com/subject/3159471/
46796,征服琴海2,9.4 ,42,吉林音像出版社,https://book.douban.com/subject/2972602/
46806,百鬼夜行抄14[東立],9.4 ,NT100,东立出版社,https://book.douban.com/subject/3091364/
46807,百鬼夜行抄13[東立],9.4 ,NT105,东立出版社,https://book.douban.com/subject/3091356/
46809,百鬼夜行抄15,9.4 ,NT110元HK32元,东立出版社,https://book.douban.com/subject/2335535/
46810,百鬼夜行抄11[東立],9.4 ,NT$100,东立出版社,https://book.douban.com/subject/1389230/
46812,百鬼夜行抄6[東立],9.4 ,NT100,东立出版社,https://book.douban.com/subject/3091330/
46813,百鬼夜行抄8[東立],9.4 ,NT100,东立出版社,https://book.douban.com/subject/3091335/
46814,百鬼夜行抄7[東立],9.4 ,NT100,东立出版社,https://book.douban.com/subject/3091332/
46911,誰も知らない～子不語～2,9.4 ,630円（税込）,集英社,https://book.douban.com/subject/4734800/
46914,誰も知らない～子不語～3(完),9.4 ,630円（税込）,集英社,https://book.douban.com/subject/5269165/
47022,丰子恺漫画全集（全九卷）,9.4 ,260.00元,京华出版社,https://book.douban.com/subject/1000607/
47122,金圣叹批评水浒传（全二册）,9.4 ,72,齐鲁书社,https://book.douban.com/subject/1647089/
47178,飘,9.4 ,36.00元,外文出版社,https://book.douban.com/subject/2359470/
47185,三国演义,9.4 ,18.00元,岳麓书社,https://book.douban.com/subject/1176151/
47187,西游记,9.4 ,17.50元,岳麓书社,https://book.douban.com/subject/1174703/
47188,红楼梦,9.4 ,19.90元,北京出版社,https://book.douban.com/subject/1881675/
47207,福尔摩斯探案全集（全八卷）,9.4 ,268.00元,百家出版社,https://book.douban.com/subject/2252703/
47216,杜甫诗,9.4 ,15.00元,人民文学出版社,https://book.douban.com/subject/1423196/
47281,Season’sAlbum―あだち充イラスト集,9.4 ,JPY48.30,小学館,https://book.douban.com/subject/1920678/
47293,火鳥(13),9.4 ,95(元),時報文化,https://book.douban.com/subject/3137768/
47408,Gaudi,9.4 ,120.00元,Taschen,https://book.douban.com/subject/1347777/
47451,道德经注释,9.4 ,38.00元,中华书局,https://book.douban.com/subject/20391339/
47544,红楼梦,9.4 ,20.00元,齐鲁书社,https://book.douban.com/subject/1472275/
47647,怪奇魅影,9.4 ,65,新疆少儿出版社,https://book.douban.com/subject/3606181/
47660,ドアトゥドア,9.4 ,590円,芳文社,https://book.douban.com/subject/3924345/
47674,魁!!天兵高校12,9.4 ,85(元),东立出版社,https://book.douban.com/subject/3125639/
47675,しろくまカフェマンゴー味！,9.4 ,JPY680,小学館,https://book.douban.com/subject/6001208/
47684,銀之匙08,9.4 ,NT$100,东立出版社,https://book.douban.com/subject/24839803/
47736,唐欧阳询书九成宫醴泉铭,9.4 ,11,文物出版社,https://book.douban.com/subject/1585272/
47739,唐颜真卿书颜勤礼碑,9.4 ,12,文物出版社,https://book.douban.com/subject/1585274/
47753,未成年-9,9.4 ,20.00元,黑龙江美术出版社,https://book.douban.com/subject/10282556/
47826,さらい屋五葉1,9.4 ,630,小学館,https://book.douban.com/subject/3007821/
47854,俎上の鯉は二度跳ねる,9.4 ,JPY500,小学館,https://book.douban.com/subject/3715335/
47861,花は咲くか4,9.4 ,650円(本体619円),幻冬舎,https://book.douban.com/subject/21356958/
47924,坂道のアポロン5,9.4 ,420円,小学館,https://book.douban.com/subject/4954159/
47925,坂道のアポロン6,9.4 ,420円,小学館,https://book.douban.com/subject/4954162/
47938,第一堂戀愛課(02),9.4 ,100新臺幣,尖端出版社,https://book.douban.com/subject/4773836/
47991,空之境界（中）,9.4 ,NTD399元,尖端出版社,https://book.douban.com/subject/4263837/
48087,境界線上のホライゾン2〈上〉―GENESISシリーズ,9.4 ,124.00元,アスキー・メディアワークス,https://book.douban.com/subject/4941620/
48116,ヴィンランド・サガ9,9.4 ,JPY600,講談社,https://book.douban.com/subject/4912862/
48184,flat~友情平均值~3,9.4 ,NT95,东立出版社,https://book.douban.com/subject/6330268/
48240,ホリミヤ(2),9.4 ,JPY590,スクウェア・エニックス,https://book.douban.com/subject/19975823/
48243,銀之匙01,9.4 ,HK$30,玉皇朝,https://book.douban.com/subject/10455087/
48247,花牌情緣4,9.4 ,NT95,东立出版社,https://book.douban.com/subject/3924785/
48249,花牌情緣3,9.4 ,NT95,东立出版社,https://book.douban.com/subject/3840439/
48306,世界一初恋小野寺律的情况3,9.4 ,NT$120,台湾角川,https://book.douban.com/subject/6124858/
48308,世界一初戀:小野寺律的情況6,9.4 ,120NT$,台湾角川,https://book.douban.com/subject/25722994/
48309,世界一初恋~小野寺律の場合7~小冊子付き特装版,9.4 ,JPY840,角川書店(角川グループパブリッシング),https://book.douban.com/subject/10762784/
48340,加菲猫全集（21－30册，64开本）,9.4 ,4.80元,北方妇女儿童出版社,https://book.douban.com/subject/1695216/
48357,Story,9.4 ,USD40.00,ReganBooks,https://book.douban.com/subject/1856840/
48425,百姓貴族3,9.4 ,JPY734,新書館,https://book.douban.com/subject/25793506/
48442,銀の匙SilverSpoon7通常版,9.4 ,JPY440,小学館,https://book.douban.com/subject/21377878/
48443,銀の匙SilverSpoon5,9.4 ,JPY440,小学館,https://book.douban.com/subject/11637437/
48448,乙嫁語り2巻,9.4 ,651円（税込）,エンターブレイン,https://book.douban.com/subject/4824166/
48470,GENTE2,9.4 ,JPY683,太田出版,https://book.douban.com/subject/3142264/
48471,GENTE3,9.4 ,683,太田出版,https://book.douban.com/subject/3617027/
48475,さらい屋五葉2,9.4 ,630,小学館,https://book.douban.com/subject/3007824/
48563,鲁迅著译编年全集,9.4 ,800.00元,人民出版社,https://book.douban.com/subject/3848878/
48586,3月的獅子(03),9.4 ,NT120,尖端出版社,https://book.douban.com/subject/4952366/
48588,3月的獅子(04),9.4 ,NT120,尖端出版社,https://book.douban.com/subject/6754442/
48596,花田少年史(04),9.4 ,110元,尖端出版社,https://book.douban.com/subject/3340108/
48597,花田少年史(03),9.4 ,110元,尖端出版社,https://book.douban.com/subject/3340104/
48641,Blue-中村佑介画集(大型本),9.4 ,494.00元,飛鳥新社,https://book.douban.com/subject/4009329/
48675,しろくまカフェいちご味！,9.4 ,680円（税込）,小学館,https://book.douban.com/subject/4830223/
48676,しろくまカフェ,9.4 ,JPY680,小学館,https://book.douban.com/subject/6001210/
48678,月刊少女野崎くん6フィギュア付き初回限定特装版,9.4 ,JPY2800,スクウェア・エニックス,https://book.douban.com/subject/25905037/
48689,火鳳燎原23,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/3024737/
48690,火鳳燎原27,9.4 ,NT$90,东立出版社,https://book.douban.com/subject/3024718/
48691,火鳳燎原22,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/3024738/
48693,火鳳燎原21,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/3024739/
48746,新世纪福音战士08,9.4 ,15.00元,湖南美术出版社,https://book.douban.com/subject/10529092/
48747,新世纪福音战士01,9.4 ,15.00元,湖南美术出版社,https://book.douban.com/subject/6792080/
48780,あまつき7,9.4 ,JPY580,一迅社,https://book.douban.com/subject/3125943/
48787,新世紀福音戰士10,9.4 ,100元,台灣角川,https://book.douban.com/subject/3138984/
48788,新世紀福音戰士03,9.4 ,TWD120,台灣東販出版社,https://book.douban.com/subject/3138975/
48789,新世紀福音戰士08,9.4 ,100元,台灣角川,https://book.douban.com/subject/3138981/
48790,新世紀福音戰士04,9.4 ,100元,台灣角川,https://book.douban.com/subject/3138976/
48791,新世紀福音戰士12,9.4 ,NT$120,台灣角川,https://book.douban.com/subject/5257425/
48792,新世紀福音戰士02,9.4 ,TWD120,台灣東販出版社,https://book.douban.com/subject/3138971/
48796,STEELBALLRUN飆馬野郎(11),9.4 ,NT$90元,东立出版社,https://book.douban.com/subject/3113043/
48799,NANA(Vol.17),9.4 ,HKD$28.00,天下出版有限公司,https://book.douban.com/subject/2060215/
48800,NANA(Vol.18),9.4 ,HK$32,天下出版有限公司,https://book.douban.com/subject/2343409/
48801,"Nana,Vol.6(v.6)",9.4 ,USD8.99,VIZMediaLLC,https://book.douban.com/subject/1986808/
48807,"Nana,Vol.2(v.2)",9.4 ,USD8.99,VIZMediaLLC,https://book.douban.com/subject/1466741/
48820,恐怖寵物店(10),9.4 ,100元,东立出版社,https://book.douban.com/subject/3830613/
48821,恐怖寵物店(08),9.4 ,100元,东立出版社,https://book.douban.com/subject/3830607/
48844,スラムダンク（4）,9.4 ,410円（税込）,集英社,https://book.douban.com/subject/3901975/
48869,ONEPIECE62,9.4 ,420円(税込),集英社,https://book.douban.com/subject/6048096/
48880,ONEPIECE2,9.4 ,JYP410.00,集英社,https://book.douban.com/subject/2285364/
48882,聖魔之血RageAgainsttheMoonsVI,9.4 ,NT$180,台灣角川,https://book.douban.com/subject/6779161/
48903,新网络营销推广实战从入门到精通,9.4 ,59.80元,人民邮电出版社,https://book.douban.com/subject/26662454/
48904,从零开始学手机炒股,9.4 ,45.00元,人民邮电出版社,https://book.douban.com/subject/26662475/
48906,翻盘：互联网时代的垂直创业法则,9.4 ,39.80元,人民邮电出版社,https://book.douban.com/subject/26652279/
49191,百姓貴族1,9.4 ,714円（税込）,新書館,https://book.douban.com/subject/4174078/
49195,鋼之鍊金術師22,9.4 ,95元,东立出版社,https://book.douban.com/subject/3729496/
49197,鋼之鍊金術師20,9.4 ,95元,东立出版社,https://book.douban.com/subject/3238125/
49242,デュラララ!!×2,9.4 ,JPY662,メディアワークス,https://book.douban.com/subject/4206691/
49253,妖怪連絡簿3,9.4 ,NT90(元),东立出版社,https://book.douban.com/subject/2212212/
49255,妖怪連絡簿4,9.4 ,NT90(元),东立出版社,https://book.douban.com/subject/3311265/
49275,安持精舍印冣,9.4 ,58.00元,上海人民美术出版社,https://book.douban.com/subject/1169401/
49291,群书治要考译（全四册）,9.4 ,298.00元,团结出版社,https://book.douban.com/subject/6541060/
49312,銃夢LastOrder13,9.4 ,680円（税込）,集英社,https://book.douban.com/subject/3670710/
49321,龙与地下城4.0怪物图鉴,9.4 ,178,中国华侨出版社,https://book.douban.com/subject/4124683/
49332,反常1,9.4 ,80,反常小组,https://book.douban.com/subject/25969344/
49555,吾城武汉,9.4 ,39,张大水工作室,https://book.douban.com/subject/7067547/
49570,三毛从军记,9.4 ,11.00元,译林出版,https://book.douban.com/subject/1792258/
49626,三国演义（上下）,9.4 ,38.00元,作家,https://book.douban.com/subject/1833924/
